Country,Quality Score,SDGi,Life Expectancy,HDI,Per Capita GDP,Region,Income Group,Population (millions),Cropland Footprint,Grazing Footprint,Forest Product Footprint,Fish Footprint,Built up land,Carbon Footprint,Total Ecological Footprint (Production),Cropland Footprint.1,Grazing Footprint.1,Forest Product Footprint.1,Fish Footprint.1,Built up land.1,Carbon Footprint.1,Total Ecological Footprint (Consumption),Cropland,Grazing land,Forest land,Fishing ground,Built up land.2,Total biocapacity ,Ecological (Deficit) or Reserve,Number of Earths required,Number of Countries required,"actual 
Country Overshoot Day 
2018"
Guinea-Bissau,3A,,58.003,0.472,622.6911218028902,Africa,LI,1.8743000488281298,0.613433329561047,0.0776554344302399,0.631120539955623,0.0127878455482979,0.0887488594039898,0.0593462838116487,1.48309229271085,0.568370245740796,0.0799811264466032,0.627770398290493,0.00313963594273725,0.0887488594039898,0.099031673929683,1.4670419397543,0.613433329561047,0.0776554344302399,0.294475367959279,1.59154483713449,0.0887488594039898,2.66585782848905,1.1988158887347502,0.9269682257910802,0.5503076435947025,
Haiti,3A,51.4,63.66,0.508,1282.238901535785,Central America/Caribbean,LI,11.1232001953124,0.154639544085188,0.0296672813779617,0.0867621483390944,0.00240671423294204,0.0248390047344574,0.104943041540918,0.403257734310562,0.325674009667987,0.0398745751142931,0.0982110488516714,0.0197515620927035,0.0248390047344574,0.128987739490481,0.637337939951594,0.154639544085188,0.0296672813779617,0.0264241453739337,0.010995747739112,0.0248390047344574,0.246565723310653,-0.3907722166409411,0.402709699986639,2.5848602611669564,
Honduras,2B,62.8,75.088,0.633,2219.437460402829,Central America/Caribbean,LM,9.58751953124999,,,,,,,1.37107324839205,,,,,,,1.57455470561186,,,,,,1.73681577038937,0.16226106477751,0.9949014696311067,0.9065755461552878,
India,3A,60.1,69.416,0.642,2084.8119233498937,Asia-Pacific,LM,1352.64,0.343792555339559,0.00309214079695495,0.109982927121694,0.0220069087632841,0.0512411553213253,0.628086265971362,1.15820195331418,0.339696201873969,0.00741874727942789,0.118340277938022,0.0163533907424491,0.0512411553213253,0.67650672823207,1.20955650138726,0.343792555339559,0.00309214079695495,0.0204907441819644,0.0269517095951671,0.0512411553213253,0.445568305234971,-0.763988196152289,0.7642729316060293,2.714637659762175,
Kenya,3A,60.6,66.342,0.599,1201.4764406294476,Africa,LI,51.3926015625001,0.200280858070097,0.198417670241365,0.207674831785353,0.0221505535631341,0.0427313305917708,0.120487796705335,0.791743040957056,0.267125721225488,0.196572059026968,0.227498934955525,0.0246606657851746,0.0427313305917708,0.243520382453897,1.00210909403882,0.200280858070098,0.198417670241365,0.0116526018514349,0.0155969537112641,0.0427313305917708,0.468679414465933,-0.533429679572887,0.6331947736312485,2.13815470257156,
"Korea, Democratic People's Republic of",3A,,72.095,,-,Asia-Pacific,LI,25.5495996093751,0.193831975575208,0.00143971180095984,0.13279125243567,0.0168920859520263,0.0477175243383304,0.710350612566448,1.10302316266864,0.243554203297658,0.00200036636544229,0.135266041885526,0.0272985624051094,0.0477175243383304,0.710350612566448,1.16618731085851,0.193831975575208,0.00143971180095984,0.223357152986147,0.0914463555436791,0.0477175243383304,0.557792720244324,-0.6083945906141859,0.7368695830656571,2.0907180544552415,
Kyrgyzstan,2A,74.0,71.4,0.696,1094.1160234110562,Middle East/Central Asia,LI,6.3040297851562395,0.424917988006255,0.210791164976903,0.0032156275348025,1.81900380265432e-06,0.0837496266562634,0.599923418717489,1.32259964489552,0.446365358581639,0.175179102941503,0.0456600498367077,0.00451444996295056,0.0837496266562634,0.786083140711846,1.54155172869091,0.424917988006255,0.543429387167236,0.102162781662331,0.0471164292079071,0.0837496266562634,1.20137621269999,-0.3401755159909199,0.9740481387663048,1.2831548622278817,
Lesotho,3A,54.6,53.705,0.522,1374.5143751765984,Africa,LM,2.10833007812499,0.0689161298673667,0.426778276014903,0.387397546793088,3.5649392808175e-05,0.00808297285475328,0.409795660438117,1.30100623536104,0.253515156501637,0.254983707674194,0.423464136432229,0.00805345000426805,0.00808297285475328,0.596044203040207,1.54414362650729,0.0689161298673668,0.718018322635384,0.00181504599648323,0.0,0.00808297285475328,0.796832471353987,-0.747311155153303,0.9756858608076284,1.9378522864203354,
Liberia,2A,48.6,63.73,0.48,541.2712433800713,Africa,LI,4.818970214843739,0.139432726634208,0.0215318301205742,0.784126761493847,0.0432412327424055,0.0347095857722093,0.0711890948706548,1.0942312316339,0.288645224105151,0.0335432175111294,0.761355517405608,0.0517513989066456,0.0347095857722093,0.072956738479446,1.24296168218019,0.139432726634208,0.33355456631482,2.2018896763846,0.279127380612649,0.0347095857722093,2.98871393571848,1.74575225353829,0.7853803998608487,0.41588512949513345,
Libyan Arab Jamahiriya,3A,,72.724,0.721,8038.589086418168,Africa,UM,6.67856005859375,0.121274473835355,0.209920520367898,0.0708688440560311,0.0434475713463991,0.0152641974663204,2.45947117887965,2.92024678595166,0.726751266613597,0.237818950067973,0.0961283038667272,0.0926375472737127,0.0152641974663204,2.11253434201362,3.28113460730195,0.121274473835355,0.209920520367898,0.0180095289659331,0.234782150183674,0.0152641974663204,0.59925087081918,-2.68188373648277,2.0732246591544565,5.475393974507899,1900-06-24 01:18:06.682
Madagascar,3A,49.0,66.681,0.527,490.0979585607875,Africa,LI,26.26230078125,0.208615514614626,0.315627085722102,0.215441627435248,0.0202342461660248,0.0616783350220368,0.0424881278139562,0.864084936773995,0.244842676327043,0.313680126897819,0.218091230119559,0.0184894695187581,0.0616783350220368,0.0942712322456213,0.951053070130837,0.208615514614626,1.10399207105648,0.655478043058958,0.18054509822097,0.0616783350220368,2.21030906197307,1.2592559918422328,0.6009344062787948,0.430280582246658,
Malawi,3A,51.4,63.798,0.478,515.1098153814952,Africa,LI,18.14319921875,0.480070806660045,0.0656846860196025,0.177599713309605,0.0197080201210785,0.0666123535800066,0.0293919537549049,0.839067533445243,0.464461294517614,0.0663851146780955,0.178200549870146,0.0210526402141841,0.0666123535800066,0.0836611446603096,0.880373097520357,0.480070806660045,0.0656846860196025,0.0141720854551978,0.0486169606223313,0.0666123535800066,0.675156892337183,-0.20521620518317396,0.5562744091551463,1.3039533588597154,
Malta,2B,75.7,82.4488,0.894,31603.55982841433,EU,HI,0.439247985839844,,,,,,,1.356756897115,,,,,,,5.45122858025085,,,,,,0.48537007274256,-4.96585850750829,3.4444248310058914,11.23107683473138,1900-04-14 23:14:25.034
Martinique,2B,,,,,Central America/Caribbean,,0.375673004150389,,,,,,,2.02918070771243,,,,,,,3.49389618229202,,,,,,0.408065286807219,-3.085830895484801,2.2076606383454074,8.56210095602332,1900-06-13 08:00:04.222
Mauritius,2B,66.7,74.4163,0.801,10561.400120607126,Africa,UM,1.26718994140624,,,,,,,1.76567105045984,,,,,,,3.22000230315406,,,,,,0.667019309545547,-2.552982993608513,2.0345974720380604,4.827449905982346,1900-06-27 09:31:11.813
Mozambique,3A,51.1,60.163,0.452,592.5108489286703,Africa,LI,29.4959999999999,0.226762007836401,0.018636339486329,0.26051956041469,0.024397980148811,0.0518530374491383,0.0912074811222978,0.673376406457668,0.279171864457371,0.0228953465756169,0.245616784482953,0.0329531128365034,0.0518530374491383,0.166682750085712,0.799172895887295,0.226762007836401,0.659216320860475,0.488341753339465,0.142141927192465,0.0518530374491383,1.56831504667794,0.7691421507906451,0.5049670778498916,0.5095742067769681,
Nepal,3A,66.5,70.478,0.596,817.5521748421545,Asia-Pacific,LI,28.0956992187499,0.368480584037828,0.0468712050608308,0.191522682105948,0.00113808555264184,0.103597261512608,0.161269644188332,0.872879462458188,0.476259635363617,0.0595205232896447,0.199757370572248,0.00408428227028872,0.103597261512608,0.346222978437622,1.18944205144603,0.368480584037829,0.0468712050608308,0.0938443741371882,0.00496872816002454,0.103597261512608,0.61776215290848,-0.57167989853755,0.7515633726837341,1.9254045361083216,
New Zealand,2B,79.1,81.8585,0.928,39214.61241742537,Asia-Pacific,HI,4.7431298828124895,,,,,,,12.0559431036444,,,,,,,5.30024454272019,,,,,,8.83559736712027,3.5353528244000803,3.349023737417517,0.5998739329661945,1900-04-17 23:41:15.504
Nicaragua,3A,66.3,74.275,0.659,1857.056685484503,Central America/Caribbean,LM,6.46549999999997,0.379832964408539,0.542100936984834,0.374157626519428,0.0924397204278175,0.0481740650427554,0.267235350539914,1.70394066392329,0.292928057373775,0.199295910482429,0.398710839058532,0.0261389717393259,0.0481740650427554,0.462215621444879,1.4274634651417,0.379832964408539,0.542100936984834,0.771101925062932,0.452359614755332,0.0481740650427554,2.19356950625439,0.7661060411126901,0.9019600870344584,0.6507491379104519,
Niger,3A,49.5,62.024,0.391,552.3241114520821,Africa,LI,22.44280078125,0.829996364626125,0.393352155598173,0.217472322162512,0.00502738665593487,0.0412394252744863,0.0285021733719049,1.51558982768914,0.820321441187317,0.388201498787552,0.218267800993263,0.00740629164781417,0.0412394252744863,0.0679331922295797,1.54336965012001,0.829996364626125,0.393352155598173,0.0363225574745543,0.000487226059105165,0.0412394252744863,1.30139772903244,-0.24197192108756993,0.9751968144490483,1.1859323369708588,
Nigeria,3A,48.9,54.332,0.534,2384.1735800893425,Africa,LM,195.875,0.482714933164087,0.0898655181949677,0.162991563277647,0.0212418844047657,0.0553278295675901,0.165229471314388,0.977371199923445,0.508990830442091,0.0957326831727594,0.167971456361469,0.0398115851559402,0.0553278295675901,0.219887079442275,1.08772146414212,0.482714933164087,0.0963809842099925,0.0371741410054119,0.0159920586886323,0.0553278295675901,0.687589946635713,-0.40013151750640696,0.687289987046699,1.5819333448143007,
Pakistan,3A,57.7,67.114,0.552,1196.8260549974614,Asia-Pacific,LM,212.22799999999899,0.244267540716012,0.00327675915089209,0.0657593773807392,0.0206964111162715,0.0375595296148876,0.308425197143191,0.679984815121994,0.255168458908485,0.00450189486665063,0.0785332477702322,0.0116475690481977,0.0375595296148876,0.383623768691558,0.771034468900011,0.244267540716012,0.00327675915089209,0.0188485499659512,0.0301683589481987,0.0375595296148876,0.334120738395942,-0.43691373050406906,0.4871874718044618,2.307652235541018,
Philippines,3A,64.5,71.095,0.711,3187.9682328341974,Asia-Pacific,LM,106.651,0.304242828960303,0.00447940366155396,0.0661191602076112,0.202044701342645,0.0572334568047765,0.447010806049251,1.08113035702614,0.42272363325313,0.0379949298478956,0.108938910041868,0.208882587582866,0.0572334568047765,0.632082537597717,1.46785605512825,0.304242828960302,0.0144412203159643,0.0774864399066242,0.0612239990443499,0.0572334568047765,0.514627945032017,-0.953228110096233,0.9274826344547521,2.852266514669989,
Réunion,2B,,,,,Africa,,0.882526000976561,,,,,,,2.14491612292662,,,,,,,4.59353837442126,,,,,,0.174215295341021,-4.419323079080239,2.9024828818143114,26.36702113571344,1900-05-04 18:06:20.359
Rwanda,3A,57.6,68.7,0.54,845.3991220939754,Africa,LI,12.3019999999999,0.289002803935113,0.0475004454722262,0.22165363907631,0.00240735990666248,0.0428401243125141,0.0370417066709113,0.640446079373737,0.323964027580119,0.0433151995706909,0.225008699624614,0.021299333583403,0.0428401243125141,0.102909096437313,0.759336481108654,0.289002803935113,0.0475004454722262,0.0075188604312394,0.00494796998441564,0.0428401243125141,0.391810204135508,-0.36752627697314605,0.479795956473894,1.9380211977481747,
Saint Lucia,3A,,76.057,0.758,9237.391651436337,Central America/Caribbean,UM,0.181889007568359,0.081443677001357,0.00149471723794831,0.0196798028167367,0.159746379157658,0.00189035661091451,0.664919605307138,0.929174538131752,0.451205468672395,0.160333659445442,0.0789054257170625,0.219222122077069,0.00189035661091451,1.35222920307108,2.26378623559396,0.081443677001357,0.00149471723794831,0.0949394602519323,0.140704970091453,0.00189035661091451,0.320473181193606,-1.9433130544003538,1.43040076327351,7.063886678949117,1900-09-11 04:09:28.100
Samoa,2B,,73.187,0.709,3753.968093695815,Asia-Pacific,LM,0.196128997802734,,,,,,,1.48721731491201,,,,,,,2.65161383078762,,,,,,1.74377934883538,-0.9078344819522397,1.675454328606276,1.5206131627597013,1900-08-04 20:25:57.297
Sao Tome and Principe,2B,58.8,70.17,0.624,1296.7473518125394,Africa,LM,0.211027999877928,,,,,,,0.952368578194114,,,,,,,1.28480353016925,,,,,,0.772470531960801,-0.512332998208449,0.8118186785106976,1.663239537316677,
Senegal,3A,58.4,67.665,0.516,1547.1008055964805,Africa,LM,15.854299804687399,0.375897013537491,0.151517282869433,0.168885455425487,0.206170701982045,0.0532554782297855,0.215154526302707,1.17088045834695,0.560649896728969,0.18234324243993,0.182695896059647,0.109171462659201,0.0532554782297855,0.323906605554624,1.41202258167216,0.375897013537491,0.151517282869433,0.379301454267158,0.148697437197523,0.0532554782297855,1.10866866610139,-0.30335391557077007,0.8922035777169379,1.273619995627285,
Sierra Leone,3A,51.7,54.309,0.447,472.8260290549115,Africa,LI,7.6501499023437205,0.364908925468646,0.0780382132530986,0.321208498731971,0.0893408581148673,0.0511780069780807,0.0678155837586456,0.972490086305308,0.451785392212729,0.0948799975140118,0.309805909603765,0.0896129034657725,0.0511780069780807,0.136433838601537,1.1336960483759,0.364908925468645,0.276401922121723,0.130214078796866,0.175295482473941,0.0511780069780807,0.997998415839256,-0.13569763253664402,0.7163395851691678,1.135969787509663,
Solomon Islands,2A,,72.835,0.564,1773.6962451604008,Asia-Pacific,LI,0.652856994628909,0.348453109934861,0.005552469371648,3.47930269753881,2.58163737208474,0.131497254219835,0.106280968643458,6.65272387179335,0.38798544244174,0.0420164166325957,0.0782015219037017,1.07650575611469,0.131497254219835,0.055498669806322,1.77170506111888,0.348453109934861,0.005552469371648,2.13751521294526,1.00550163691536,0.131497254219835,3.62851968338697,1.85681462226809,1.1194733106304378,0.4882721373210568,1900-11-21 01:06:30.220
Somalia,3A,45.6,57.068,,-,Africa,LI,15.0082001953126,0.0396739228567964,0.383808446611211,0.397199402081706,0.00303406187014142,0.0294696486974349,0.0155005302699479,0.868686012387237,0.166265637957404,0.370405330577345,0.409204312128538,0.00385507623988079,0.0294696486974349,0.0368216836446526,1.01602168924525,0.0396739228567964,0.383808446611211,0.137961192181951,0.22705379606094,0.0294696486974349,0.817967006408333,-0.19805468283691707,0.6419856154914436,1.242130405365088,
South Africa,3A,63.7,,0.707,7440.41181814248,Africa,UM,57.792500000000096,0.253768314312397,0.138960974153438,0.26768225175628,0.0742921973490269,0.0337104320311333,2.62168067179087,3.39009484139315,0.304365507753241,0.0850696562218619,0.221165863424323,0.084178679711011,0.0337104320311333,3.07197210757971,3.80046224672128,0.253768314312397,0.522085434853397,0.0328443777117092,0.153766845801791,0.0337104320311333,0.996175404710427,-2.804286842010853,2.401368120818157,3.8150532815312945,1900-05-30 23:55:13.809
Sri Lanka,3A,68.1,76.812,0.779,4028.206815880475,Asia-Pacific,LM,21.22880078125,0.270144028809477,0.00195493218447933,0.104423562839695,0.229320181319528,0.0524122234701586,0.346308226549227,1.00456315517257,0.365389120051119,0.0142599387346963,0.164920674616751,0.248202778950171,0.0524122234701586,0.668001219147438,1.51318595497033,0.270144028809477,0.0194963781453861,0.0438665414178138,0.0682495199828065,0.0524122234701586,0.454168691825642,-1.059017263144688,0.9561248809326801,3.3317707323411248,
State of Palestine,2B,,73.895,0.708,2805.316915716577,Middle East/Central Asia,LM,4.86297998046873,,,,,,,0.300103060315039,,,,,,,1.14159590324971,,,,,,0.095924858058625,-1.0456710451910851,0.7213312041937809,11.900939197137175,
Sudan,3A,49.5,65.095,0.506,1589.5984593854364,Africa,LM,41.8014999999998,0.522652612935842,0.522425496856234,0.159289858474697,0.000806863001156925,0.0476004571631652,0.163997150866794,1.41677243929789,0.538621925741858,0.511444822634059,0.16781968678593,0.00114753604635824,0.0476004571631652,0.208603090991195,1.47523751936257,0.522652612935842,0.522425496856234,0.248007643125852,0.0210245197093514,0.0476004571631652,1.36171072979044,-0.11352678957212992,0.9321467020724603,1.0833707094234333,
Syrian Arab Republic,3A,58.0,71.779,0.563,-,Middle East/Central Asia,LM,16.9450996093749,0.273943466673536,0.12769224038122,0.00240415911766709,0.000789911481823861,0.023485407782155,0.54192714019398,0.970242325630382,0.376322804156118,0.0549408215851158,0.036044189453646,0.00782357644448896,0.023485407782155,0.838387137099273,1.3370039365208,0.273943466673536,0.12769224038122,0.0568074986443405,0.00484817432727998,0.023485407782155,0.486776787808532,-0.8502271487122679,0.8448021377766091,2.7466468615728137,
Tajikistan,2A,69.8,70.879,0.661,1073.0230007779585,Middle East/Central Asia,LI,9.100830078125009,0.249689457675032,0.121868384900884,0.152255632887194,0.000229469896709347,0.0878829565233264,0.291679761624731,0.903605663507877,0.400579136083043,0.125396032828221,0.214265079485744,0.00207390010533304,0.0878829565233264,0.297452623394932,1.1276497284206,0.249689457675032,0.121868384900884,0.00578936752184058,0.0103730164431534,0.0878829565233264,0.475603183064236,-0.652046545356364,0.7125191446421109,2.370988606836757,
